text,label
"Nope, not a WOMAN beater, but a STUPID CUNT beater! You can't call yourself a woman and you're talking shit about this man on a photo of his kids. Who gives a fuck what you think? Yes, you have the right to your opinion (even though it doesn't matter) but you cross the line when you disrespect his children. They have nothing to do with his past. Have some tact. So yes, I support him kicking your ass! Lmao! You're not worth it though...That man had millions and would be foolish to waste it on a HATER like you... (created at:2012-09-09 01:15:30)",non-cyberbullying
"I do not care that this is a picture of his kids, I hope they know that their dad slaughtered dogs for a living. (created at:2012-09-09 15:40:14)",non-cyberbullying
"This is for viewing pics, not for voicing opinions..go to a forum for that. (created at:2012-09-09 20:41:41)",non-cyberbullying
@widomaker he had nothing to do with the dog fighting...it was his property y'all ppl make me sick to my damn stomach talk about the ppl chopping up their kids (created at:2012-09-09 21:35:16),non-cyberbullying
@bonesjus then why is there pictures of him with a hung dog? He participated. (created at:2012-09-09 21:45:07),non-cyberbullying
Well what u should do is get a life. Its been almost 3yrs since he's been released from JAIL for the dogfightn charge...he understood what he did was wrong and I bet u that sumone in ur neighborhood fights dogs so on that note I'm done @widomaker (created at:2012-09-09 21:57:57),non-cyberbullying
@bonesjus.... And? (created at:2012-09-09 22:00:11),non-cyberbullying
He got caught bcuz his name is Michael Vick...ppl fight dogs everyday and nothing happens @widomaker (created at:2012-09-09 22:00:37),non-cyberbullying
"@bonesjus he is only sorry he got caught. He would still be doing it. Someone needs to call him out for being a piece of shit. And if someone in this neighborhood was fighting dogs, they better hope that the police came, because I would kick the living shit out of them. You defense is moot. I hope that what he did will haunt him for the rest of his life. (created at:2012-09-09 22:02:38)",cyberbullying
"@widomaker u have a serious problem in ur own life for u keep talkn about the situation...he done forgot what he ""did""...@itslisacee true! (created at:2012-09-09 22:37:22)",non-cyberbullying
@widomaker STFU!!!!!!! Ben Rothersberger rape women and ppl still like him so u have no point...don't tag me no more u no life having person (created at:2012-09-10 01:13:34),non-cyberbullying
Vick I freaking love you you R amazing at football (created at:2012-09-10 03:16:31),non-cyberbullying
"I think people need to stop acting like celebrities aren't human, fuck everybody make mistakes and as long as god allows us to live we will continue to make mistakes to the day we die (created at:2012-09-13 21:50:38)",non-cyberbullying
Systematically killing dogs is not a 'mistake'. (created at:2012-09-15 04:25:20),non-cyberbullying
Great kids !!!!!! (created at:2012-09-16 21:52:38),non-cyberbullying
And she just need some dog dick ! (created at:2012-09-16 21:53:14),cyberbullying
Proud dad makes u even sexier @mike7vick (created at:2012-09-18 02:18:38),non-cyberbullying
"Wow bro,they all look just like u! (created at:2012-09-18 18:09:19)",non-cyberbullying
Beautiful ..... Keep looking forward (created at:2012-09-20 23:50:51),non-cyberbullying
@widomaker I hope what ever you've done haunt u for the rest if your life too! #missperfect #notsomuch this chick!! Smfh (created at:2012-09-21 06:49:07),non-cyberbullying
"Well I sleep well at night knowing I am not a shitty person. I am sure he does know, or I'd so stupid that things like torturing, maiming, mutilation, and hanging innocent dogs does not faze him. Sad. It also seems like none of his fans see animals as equals, which really makes me sad. Our world is screwed. (created at:2012-09-21 20:27:24)",non-cyberbullying
"*or, is so stupid (created at:2012-09-21 20:30:58)",non-cyberbullying
He payed for his crime move on @widomaker (created at:2012-09-25 19:50:00),non-cyberbullying
"He would still be doing it if he had not been caught. There is no justice in sitting in jail for what he did. He is only 'sorry' because he got caught. Once an asshole, always an asshole. (created at:2012-09-25 20:05:36)",non-cyberbullying
@widomaker which makes you an a$$hole (created at:2012-09-26 19:43:14),non-cyberbullying
Hey it's regan your neighbor from Hampton! :) tell jada and London I said hi!! @mike7vick (created at:2012-09-27 23:31:33),non-cyberbullying
haha @mike7vick where's demarrie? Haha little D is like my best friend!___¥_†_ (created at:2012-09-28 00:30:26),non-cyberbullying
__”¥__”_ (created at:2012-09-30 15:29:52),non-cyberbullying
Awww.i no what u mean@mike7vick (created at:2012-10-06 21:06:00),non-cyberbullying
@widomaker..for sumone whos totally against mike vick..y r u followin him and makin it ur bizness to comment on wut seems like every pic...u got too much time on.ur hands sweetie..get a fuckin life (created at:2012-10-09 00:23:58),non-cyberbullying
Yeah...I am not following thus prick.saw a pictures of his in the popular page (created at:2012-10-09 00:54:45),non-cyberbullying
When ever yu wana throw some mixed kids in there holla at me... Lol (created at:2012-10-22 15:39:54),non-cyberbullying
"@tishnu wow. What a well thought out and intelligent argument you make. (/sarcasm) ... I give to all in need, human and canines alike. But what a witty retort you make! You are super smart..... (created at:2012-11-01 02:10:09)",non-cyberbullying
Is this really you @mike7vick you are sooooo awesome and beats on the field (created at:2012-11-03 00:52:22),non-cyberbullying
I mean beast (created at:2012-11-03 00:52:22),non-cyberbullying
Are these the dog killing queers you made? (created at:2012-11-20 01:15:15),non-cyberbullying
Send them back to Africa (created at:2012-11-20 01:15:24),non-cyberbullying
I know helped killed dogs systematically for profit. Enough said. Shitty excuse for a human being. (created at:2012-11-20 01:45:31),non-cyberbullying
I'm surprised there not dead yet (created at:2012-11-20 02:34:26),non-cyberbullying
I feel bad for your kids. They have a parent like you :( (created at:2012-11-20 02:34:52),non-cyberbullying
"@quinn__xoxo... He only is sorry that he got caught. He would be doing the same shit if he was not busted. He only does the shelter stuff for P.R, obviously. How anyone can see otherwise is beyond me. What he did was unforgivable, and no amount of jail will wash the blood off his hands. Sorry you cannot see that as well. I hope karma is real. @judge_fudge_22... *they're.... Not 'there'. (created at:2012-11-20 04:38:10)",non-cyberbullying
"@quinn__xoxo last time I checked I was a 'true person' (whatever that means) what he did is unforgivable, no amount of jail will change that. If the ring was not busted, he would still be killing dogs. Not an idiot, I just see through bullshit. Big difference. (created at:2012-11-20 20:02:40)",non-cyberbullying
"http://www.thesmokinggun.com/documents/crime/michael-vick-indicted 'hanging, beating, slamming to the ground'. Show me the evidence otherwise. He is evil. He killed and tortured dogs. (created at:2012-11-20 21:21:50)",non-cyberbullying
Ohh touch«¥© @quinn__xoxo. Such a intelligent comeback. (created at:2012-11-20 23:47:28),non-cyberbullying
He did his time for his crime so leave the man alone and everyone has an opinion just like they got an asshole so what u r saying don't matter and God do forgive u don't have to cause ur not GOD.....THANX (created at:2012-11-23 07:02:47),non-cyberbullying
"@yetta31 wow. That was one of the worst arguments ever. But you are correct about one thing! I am not, in fact, God. Good job. Fellow man can judge as well, especially over his disgusting crime. Not to mention his previous criminal history, the guy is a piece of shit. He would still be, hanging, drowning, and beating dogs if he had not been busted. He did his 'time', but he should always be called out for being a dog killer. Please brush up on your speaking skills, dear. Your comment made my head hurt. (created at:2012-11-30 17:35:08)",non-cyberbullying
"U made my head hurt, whoever u wanna be and as far as what you're saying fuck u and u should of been one of those dogs that were drowned, hung,and beat so drop dead bitch and keep yetta31 outta ur comments (created at:2012-11-30 21:38:21)",non-cyberbullying
"@widomaker, who u suppose to be? Nobody stop judging people cause ur not perfect Ur trash Now im judging u (created at:2012-11-30 21:42:30)",non-cyberbullying
@yetta31 oh man. Please go back to school. You sound like you have a 5th grade education. (created at:2012-11-30 22:01:18),non-cyberbullying
Very educated hun and sum college. And fuck how I sound u crackers think y'all the only with an education? Sorry pale skin I have one also fuck u and whatever u stand for trailer trash....now who mad? Not me lmao (created at:2012-11-30 22:29:32),non-cyberbullying
"Well your education is horrible, you don't know how to form proper sentences. Don't Call me a cracker, you racist. No trailers here, I own a beautiful house. Not mad, I just feel sorry for you. With you not knowing how to form proper sentences or use grammar, you will be flipping burgers for the rest of your life. Read a book. Expand your brain. (created at:2012-11-30 23:57:12)",cyberbullying
"Where do all of these racist remarks come from? Not once did I mention the color of your skin. Shame on you, @yetta31 (created at:2012-12-01 01:01:56)",non-cyberbullying
Some corrections for you. *honey *some*you*you all*you *you*you *now who is mad* (created at:2012-12-01 02:06:23),non-cyberbullying
Bitch I ain't flipped a Burger since I was 15 yrs old and fuck a proper sentence wateva u wanna call it cracker yes im racist and I don't like u dog smelling muthafuckas fuck u u smart bitch....o I forget pale skin cracker (created at:2012-12-01 02:31:10),cyberbullying
"@yetta31 good for you, admitting you are a fucking piece of shit absent minded racist is the first step. Again, I really cannot comprehend what the Fuck you are saying, so, in parting, please tie your tunes so you do not make mentally challenged babies. Good luck being a racist, I am sure yp, can survive on minimum wage. (created at:2012-12-01 02:46:15)",cyberbullying
*tie your tubes (created at:2012-12-01 02:46:52),non-cyberbullying
And good luck trying to find a job where you do not need to spell or speak properly. (created at:2012-12-01 02:48:26),non-cyberbullying
"Fuck u and ur family cracker, and bitch I don't make minimum wage slug ass bitch, I work for the government and been there for 5 yrs now u figure out the pay, smart ass.....exactly that's what i thought now get the fuck off my trail (created at:2012-12-01 03:24:33)",cyberbullying
"@yetta31... 'exactly that's what I thought'.... What does that mean? And scary to think we have a borderline retarded, racist, dog killing supporter working in the government. Gross. (created at:2012-12-01 20:13:35)",non-cyberbullying
White people always treat dogs better then there own that's what they do but look at the people complaining they are trailer trash look at them lol (created at:2012-12-04 06:29:24),non-cyberbullying
"That is a racist statement, @sirgrove44. And misspelled horribly. Yes, I love dogs. Why is it that someone defending dogs that were slaughtered,is humorous to you? I love 'my own' (Humans, I think you are implying?) as well as dogs. And I own a beautiful home, no trailers in my life.... (created at:2012-12-04 14:13:35)",non-cyberbullying
Why do u keep talking about the same thing and you don't even no him.how about Catholic priest taping little boys people don't say anything about that which is worst that's what iam talking about iam out peace god love's u and so do i (created at:2012-12-04 14:43:16),non-cyberbullying
"I know his crimes. And that defines him, and his character. And PLENTY of people have 'said things' about priests raping boys. How would you know about it otherwise? Both are deplorable. Crimes that are made by heartless men. Attacking the helpless shows a true man's character. (created at:2012-12-04 15:26:43)",non-cyberbullying
Ur a dumb bitch girl stfu he doesn't kill dogs and it wasn't him who wanted and thought about killing them ok (created at:2012-12-16 20:09:21),cyberbullying
@widomaker @brianm96 (created at:2012-12-16 20:10:23),non-cyberbullying
@brianm96 he DID kill dogs. Do your research. (created at:2012-12-16 21:11:24),non-cyberbullying
I did do my research Ik mike Vick it was his boys that did it he was there yes but he didn't do it it was his boys girl so stop sayin all dis shit about him like the other kid said u don't even know him so go mimic someone els (created at:2012-12-16 21:15:51),non-cyberbullying
U ugly Af girl ur that's are shit haha (created at:2012-12-16 21:16:38),cyberbullying
U look like my dogs asshole (created at:2012-12-16 21:16:55),cyberbullying
http://www.examiner.com/article/video-reminder-of-michael-vick-s-crimes-disturbing-images (created at:2012-12-16 21:19:49),non-cyberbullying
@brianm96 are you even speaking English? (created at:2012-12-16 21:27:32),non-cyberbullying
"Seriously. He helped with the training, he first hand killed and abused some of those dogs. (created at:2012-12-16 21:30:43)",non-cyberbullying
And why did you tag me earlier? @brianm96 (created at:2012-12-16 22:21:26),non-cyberbullying
Lol I know what u mean (created at:2012-12-18 02:02:28),non-cyberbullying
Shut up (created at:2013-01-04 20:40:52),non-cyberbullying
Your children are beautiful keep your head up and keep up the good work (created at:2013-01-05 18:51:28),non-cyberbullying
Very nice pic (created at:2013-02-10 18:49:15),non-cyberbullying
That's what's up vick....do ya thang boi... (created at:2013-02-12 19:39:27),non-cyberbullying
They growin a lil anthony davis (created at:2013-02-19 01:05:39),non-cyberbullying
